City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Windspeed
porto novo,20.0,3600.0,1620053379.0,66.0,6.4965,2.6036,91.4,17.27
gorom-gorom,12.0,0.0,1620053379.0,11.0,14.4439,-0.2361,107.35,6.93
caxito,75.0,3600.0,1620053380.0,83.0,-8.5785,13.6643,78.8,10.36
valparaiso,40.0,-14400.0,1620053380.0,82.0,-33.0393,-71.6273,57.99,4.61
eureka,6.0,-25200.0,1620053305.0,92.0,40.8021,-124.1637,50.0,5.41
lauria,100.0,7200.0,1620053381.0,66.0,40.0465,15.8358,57.78,4.14
acarau,97.0,-10800.0,1620053381.0,76.0,-2.8856,-40.12,81.68,9.19
salym,86.0,18000.0,1620053382.0,48.0,60.0625,71.4789,40.33,4.16
wasilla,1.0,-28800.0,1620053382.0,65.0,61.5814,-149.4394,37.99,6.91
puerto gaitan,100.0,-18000.0,1620053383.0,90.0,4.3133,-72.0816,71.69,6.85
vyazemskiy,40.0,36000.0,1620053383.0,62.0,47.5378,134.7525,40.78,5.1
bengkulu,95.0,25200.0,1620053384.0,87.0,-3.8004,102.2655,78.22,4.56
husavik,75.0,0.0,1620053384.0,56.0,66.0449,-17.3389,37.4,6.91
nome,90.0,-28800.0,1620053384.0,70.0,64.5011,-165.4064,37.4,10.36
lalibela,100.0,10800.0,1620053385.0,89.0,12.0333,39.0333,55.09,3.78
saint-denis,0.0,7200.0,1620053385.0,33.0,48.9167,2.3333,63.0,12.66
visby,0.0,7200.0,1620053386.0,53.0,57.6409,18.296,52.0,6.91
buin,75.0,-14400.0,1620053386.0,66.0,-33.7333,-70.75,63.0,3.44
udachnyy,100.0,32400.0,1620053387.0,98.0,66.4167,112.4,29.52,2.64
sardarshahr,39.0,19800.0,1620053387.0,18.0,28.4333,74.4833,92.37,8.03
mwene-ditu,73.0,7200.0,1620053389.0,82.0,-7.0,23.45,75.38,1.32
rincon,75.0,-14400.0,1620053389.0,65.0,32.296,-81.2354,82.0,10.36
khoni,0.0,14400.0,1620053390.0,27.0,42.3226,42.4206,87.8,3.44
sur,100.0,14400.0,1620053390.0,43.0,22.5667,59.5289,89.29,12.41
springbok,99.0,7200.0,1620053391.0,21.0,-29.6643,17.8865,76.05,4.03
lanzhot,71.0,7200.0,1620053391.0,37.0,48.7244,16.9669,59.0,10.0
bonoua,40.0,0.0,1620053391.0,79.0,5.2741,-3.595,86.0,13.8
angoram,87.0,36000.0,1620053392.0,96.0,-4.0625,144.0661,74.32,1.39
sayat,0.0,18000.0,1620053392.0,22.0,38.7839,63.8803,87.8,11.5
palimbang,51.0,28800.0,1620053393.0,83.0,6.2106,124.1894,80.28,3.42
leningradskiy,26.0,43200.0,1620053393.0,92.0,69.3833,178.4167,2.14,6.15
noumea,90.0,39600.0,1620053228.0,94.0,-22.2763,166.4572,75.99,10.4
ketchikan,90.0,-28800.0,1620053394.0,87.0,55.3422,-131.6461,42.8,9.22
saint anthony,90.0,-18000.0,1620053400.0,71.0,45.0205,-93.21799999999999,54.0,11.5
waingapu,26.0,28800.0,1620053400.0,81.0,-9.6567,120.2641,76.8,8.84
boda,99.0,3600.0,1620053400.0,47.0,4.3189,17.4695,86.61,1.97
norman wells,20.0,-21600.0,1620053401.0,74.0,65.282,-126.8329,32.0,4.61
muravlenko,56.0,18000.0,1620053402.0,65.0,63.7898,74.523,33.87,7.05
paamiut,100.0,-7200.0,1620053403.0,57.0,61.994,-49.6678,42.15,12.01
havre-saint-pierre,40.0,-14400.0,1620053403.0,49.0,50.2334,-63.5986,46.4,21.85
mwanza,40.0,10800.0,1620053404.0,61.0,-2.5167,32.9,80.6,6.91
saint george,0.0,-21600.0,1620053145.0,46.0,37.1041,-113.5841,62.01,7.83
salumbar,95.0,19800.0,1620053405.0,17.0,24.1333,74.05,94.03,4.52
lasa,20.0,7200.0,1620053405.0,17.0,46.6166,10.7002,69.8,4.61
liverpool,75.0,3600.0,1620053230.0,87.0,53.4106,-2.9779,50.0,26.46
kisangani,55.0,7200.0,1620053406.0,56.0,0.5167,25.2,86.85,3.0
ermelo,8.0,7200.0,1620053407.0,36.0,-26.5333,29.9833,60.82,7.49
matadi,98.0,3600.0,1620053407.0,85.0,-5.8167,13.45,80.28,4.52
kloulklubed,75.0,32400.0,1620053407.0,89.0,7.0419,134.2556,80.6,10.36
oktyabrskiy,92.0,18000.0,1620053408.0,62.0,54.4815,53.471000000000004,61.72,6.82
bolgatanga,97.0,0.0,1620053408.0,22.0,10.7856,-0.8514,104.94,2.06
gazanjyk,100.0,18000.0,1620053409.0,18.0,39.2446,55.5154,77.38,6.17
tigil,1.0,43200.0,1620053409.0,76.0,57.8,158.6667,28.35,6.67
bonfim,89.0,-14400.0,1620053410.0,66.0,3.0833,-59.95,83.53,6.31
jiwani,91.0,18000.0,1620053410.0,79.0,25.05,61.7417,82.9,7.56
vostok,61.0,36000.0,1620053411.0,76.0,46.4856,135.8833,32.54,1.63
kuliyapitiya,72.0,19800.0,1620053411.0,89.0,7.4688,80.0401,77.85,1.1
bonanza,61.0,-21600.0,1620053412.0,52.0,14.0289,-84.59100000000001,84.24,4.54
mapiripan,100.0,-18000.0,1620053412.0,98.0,2.8892,-72.1256,72.32,4.16
turbat,100.0,18000.0,1620053413.0,47.0,26.0023,63.044,86.41,13.31
darhan,100.0,28800.0,1620053413.0,48.0,49.4867,105.9228,39.6,4.05
san andres,40.0,-18000.0,1620053413.0,66.0,12.5847,-81.7006,86.0,9.22
pangnirtung,20.0,-14400.0,1620053414.0,69.0,66.1451,-65.7125,33.8,4.61
tucurui,60.0,-10800.0,1620053415.0,62.0,-3.7661,-49.6725,85.86,3.98
abha,40.0,10800.0,1620053415.0,68.0,18.2164,42.5053,69.8,11.5
andapa,75.0,10800.0,1620053416.0,98.0,-14.65,49.65,71.37,1.9
san policarpo,98.0,28800.0,1620053416.0,86.0,12.1791,125.5072,80.71,14.94
qui nhon,59.0,25200.0,1620053417.0,79.0,13.7667,109.2333,78.57,4.29
kruisfontein,2.0,7200.0,1620053418.0,36.0,-34.0033,24.7314,76.69,2.64
cherskiy,23.0,39600.0,1620053418.0,93.0,68.75,161.3,11.1,7.34
talnakh,100.0,25200.0,1620053419.0,77.0,69.4865,88.3972,28.22,6.87
fernie,41.0,-21600.0,1620053419.0,93.0,49.5,-115.0687,37.4,5.75
bulgan,78.0,28800.0,1620053420.0,42.0,48.8125,103.5347,36.28,4.61
taltal,100.0,-14400.0,1620053420.0,57.0,-25.4,-70.4833,69.85,2.44
zhigansk,100.0,32400.0,1620053420.0,99.0,66.7697,123.3711,31.93,6.98
plettenberg bay,4.0,7200.0,1620053363.0,48.0,-34.0527,23.3716,74.26,2.24
mabaruma,93.0,-14400.0,1620053421.0,87.0,8.2,-59.7833,80.83,3.78
kirakira,64.0,39600.0,1620053422.0,84.0,-10.4544,161.9205,78.03,2.98
najran,75.0,10800.0,1620053423.0,14.0,17.4924,44.1277,91.4,6.91
canico,40.0,3600.0,1620053423.0,60.0,32.6333,-16.85,69.8,16.11
nago,40.0,32400.0,1620053424.0,73.0,26.5881,127.9761,69.8,9.22
lima,90.0,-18000.0,1620053230.0,88.0,-12.0432,-77.0282,73.0,10.36
ixtapa,1.0,-18000.0,1620053424.0,72.0,20.7,-105.2,66.2,5.75
saurimo,99.0,3600.0,1620053430.0,79.0,-9.6608,20.3916,71.78,4.79
huarmey,32.0,-18000.0,1620053430.0,78.0,-10.0681,-78.1522,69.53,6.64
kasempa,80.0,7200.0,1620053431.0,61.0,-13.4584,25.8338,70.59,5.66
laibin,19.0,28800.0,1620053431.0,88.0,23.7,109.2667,75.88,8.86
contamana,73.0,-18000.0,1620053432.0,61.0,-7.3333,-75.0167,85.53,0.89
auki,74.0,39600.0,1620053433.0,87.0,-8.7676,160.7034,77.09,2.66
nkhotakota,53.0,7200.0,1620053433.0,66.0,-12.9274,34.2961,74.39,13.87
ushumun,100.0,32400.0,1620053434.0,44.0,52.7833,126.5333,47.97,13.76
amarante do maranhao,50.0,-10800.0,1620053434.0,56.0,-5.5667,-46.7422,85.62,7.4
ilulissat,1.0,-7200.0,1620053435.0,23.0,69.2167,-51.1,48.2,20.71
saint-augustin,41.0,-14400.0,1620053435.0,51.0,51.226000000000006,-58.6502,47.03,9.64
chulman,100.0,32400.0,1620053435.0,99.0,56.8479,124.9104,29.98,2.21
senneterre,75.0,-14400.0,1620053436.0,56.0,48.3835,-77.2328,37.4,2.3
san miguel,0.0,-21600.0,1620053436.0,89.0,13.4833,-88.1833,80.6,2.35
cap malheureux,3.0,14400.0,1620053437.0,85.0,-19.9842,57.6142,79.0,3.0
san quintin,98.0,-25200.0,1620053437.0,73.0,30.4833,-115.95,59.34,6.87
pouebo,32.0,39600.0,1620053438.0,87.0,-20.4,164.5667,73.56,12.71
chokurdakh,100.0,39600.0,1620053438.0,98.0,70.6333,147.9167,29.7,7.81
adolfo lopez mateos,26.0,-21600.0,1620053439.0,34.0,28.4667,-107.3,57.99,1.99
namatanai,73.0,36000.0,1620053439.0,82.0,-3.6667,152.4333,79.41,3.42
general roca,0.0,-10800.0,1620053440.0,66.0,-39.0333,-67.5833,51.8,6.91
quelimane,40.0,7200.0,1620053440.0,61.0,-17.8786,36.8883,77.0,9.22
mana,97.0,-10800.0,1620053440.0,78.0,5.6592,-53.7767,82.18,8.86
dibulla,85.0,-18000.0,1620053441.0,62.0,11.2725,-73.3091,85.68,8.59
abalak,78.0,18000.0,1620053441.0,46.0,58.1286,68.5944,47.3,11.77
muli,91.0,18000.0,1620053442.0,72.0,2.9167,73.5667,84.6,10.31
akdepe,0.0,18000.0,1620053442.0,18.0,42.0551,59.3788,82.4,11.5
prince rupert,90.0,-25200.0,1620053443.0,93.0,54.3161,-130.3201,44.6,11.5
pacifica,20.0,-25200.0,1620053443.0,76.0,37.6138,-122.4869,55.99,3.44
muisne,75.0,-18000.0,1620053444.0,100.0,0.6,-80.0333,75.2,9.22
amga,91.0,32400.0,1620053444.0,98.0,60.8953,131.9608,35.31,0.76
padang,40.0,25200.0,1620053445.0,89.0,-0.9492,100.3543,82.4,3.44
gubskaya,97.0,10800.0,1620053445.0,69.0,44.3164,40.6358,70.81,2.62
roswell,90.0,-14400.0,1620053155.0,94.0,34.0232,-84.3616,68.0,9.24
pemangkat,96.0,25200.0,1620053446.0,77.0,1.1667,108.9667,81.63,5.55
along,95.0,19800.0,1620053446.0,89.0,28.1667,94.7667,69.53,1.83
griffith,90.0,-18000.0,1620053447.0,94.0,41.5284,-87.4237,61.0,4.61
kushmurun,9.0,21600.0,1620053447.0,61.0,52.4503,64.6311,54.34,11.61
sept-iles,75.0,-14400.0,1620053448.0,60.0,50.2001,-66.3821,43.0,16.11
berlevag,40.0,7200.0,1620053448.0,64.0,70.8578,29.0864,33.8,4.61
stanisic,0.0,7200.0,1620053449.0,44.0,45.94,19.1653,57.2,11.5
lensk,82.0,32400.0,1620053449.0,95.0,60.7253,114.9278,31.86,0.16
borogontsy,96.0,32400.0,1620053450.0,99.0,62.6683,131.1683,34.38,3.4
jaguaquara,95.0,-10800.0,1620053450.0,46.0,-13.5306,-39.9708,80.51,7.43
temir,34.0,18000.0,1620053451.0,35.0,49.1414,57.13,69.33,5.35
romilly-sur-seine,0.0,7200.0,1620053451.0,39.0,48.5108,3.7263,60.8,11.5
daytona beach,20.0,-14400.0,1620053340.0,65.0,29.2108,-81.0228,82.0,10.36
saint-joseph,0.0,14400.0,1620053452.0,78.0,-21.3667,55.6167,78.8,2.3
klaksvik,75.0,3600.0,1620053452.0,60.0,62.2266,-6.5889999999999995,41.0,13.8
rabo de peixe,20.0,0.0,1620053453.0,77.0,37.8,-25.5833,64.4,6.91
san pedro,69.0,28800.0,1620053458.0,70.0,14.35,121.0167,82.99,3.0
mayo,40.0,-14400.0,1620053393.0,68.0,38.8876,-76.5119,66.99,5.75
itaqui,11.0,-10800.0,1620053459.0,42.0,-29.1253,-56.5531,86.68,17.87
tikapur,100.0,20700.0,1620053294.0,74.0,28.5,81.1333,84.99,4.0
concordia,40.0,-10800.0,1620053460.0,78.0,-31.393,-58.0209,75.2,11.5
belaya gora,100.0,39600.0,1620053460.0,99.0,68.5333,146.4167,29.84,2.71
kondagaon,49.0,19800.0,1620053461.0,35.0,19.6,81.6667,82.63,3.83
yangambi,82.0,7200.0,1620053461.0,50.0,0.8102,24.4336,87.03,0.81
karratha,12.0,28800.0,1620053461.0,67.0,-20.7377,116.8463,80.33,8.84
pokhara,100.0,20700.0,1620053462.0,84.0,28.2333,83.9833,66.63,1.39
eslov,91.0,7200.0,1620053462.0,72.0,55.8393,13.3039,46.99,3.0
meulaboh,100.0,25200.0,1620053463.0,83.0,4.1363,96.1285,80.46,3.53
arrecife,40.0,3600.0,1620053463.0,46.0,28.963,-13.5477,73.4,23.02
ola,6.0,39600.0,1620053464.0,84.0,59.5833,151.2833,30.34,4.09
blackfoot,96.0,-21600.0,1620053464.0,61.0,43.1905,-112.345,45.0,5.01
haapiti,20.0,-36000.0,1620053465.0,78.0,-17.5667,-149.8667,75.2,3.44
lashio,2.0,23400.0,1620053465.0,80.0,22.9333,97.75,67.78,2.53
jijiga,100.0,10800.0,1620053466.0,70.0,9.35,42.8,67.95,6.26
santiago del estero,50.0,-10800.0,1620053467.0,51.0,-27.7951,-64.2615,82.04,15.7
bull savanna,30.0,-18000.0,1620053468.0,59.0,17.8868,-77.5902,82.35,14.43
merritt,90.0,-25200.0,1620053468.0,62.0,50.1123,-120.7942,50.0,14.97
tonj,16.0,7200.0,1620053408.0,32.0,7.2737,28.6822,94.62,5.53
zanjan,40.0,16200.0,1620053469.0,72.0,36.6736,48.4787,57.2,11.5
douentza,80.0,0.0,1620053469.0,13.0,14.9951,-2.9517,107.47,7.92
codrington,100.0,36000.0,1620053470.0,66.0,-38.2667,141.9667,52.65,18.61
bonthe,100.0,0.0,1620053471.0,61.0,7.5264,-12.505,88.02,5.73
charters towers,100.0,36000.0,1620053471.0,75.0,-20.1,146.2667,71.98,5.37
salisbury,75.0,3600.0,1620053456.0,71.0,51.0693,-1.7957,53.01,28.77
santa cruz,27.0,-14400.0,1620053334.0,65.0,-17.8,-63.1667,82.4,19.57
alofi,87.0,-39600.0,1620053472.0,88.0,-19.0595,-169.9187,73.4,5.75
santa rosa,80.0,28800.0,1620053473.0,70.0,14.3122,121.1114,82.99,3.0
baykit,100.0,25200.0,1620053473.0,99.0,61.67,96.37,35.31,3.09
micheweni,100.0,10800.0,1620053474.0,86.0,-4.9667,39.8333,78.82,13.96
tura,99.0,19800.0,1620053474.0,73.0,25.5198,90.2201,73.47,3.33
praia,20.0,-3600.0,1620053475.0,53.0,14.9215,-23.5087,77.0,19.57
isangel,22.0,39600.0,1620053475.0,81.0,-19.55,169.2667,76.98,17.81
kardla,0.0,10800.0,1620053475.0,75.0,58.9978,22.7492,42.8,14.97
pemba,40.0,7200.0,1620053476.0,83.0,-12.974,40.5178,78.8,11.5
marsciano,10.0,7200.0,1620053477.0,53.0,42.9059,12.3359,71.01,2.3
shimoda,1.0,32400.0,1620053477.0,56.0,34.6667,138.95,57.0,1.99
churapcha,83.0,32400.0,1620053478.0,95.0,62.0025,132.4325,36.59,3.33
yilan,40.0,28800.0,1620053305.0,88.0,24.756999999999998,121.75299999999999,78.01,4.61
gariaband,48.0,19800.0,1620053478.0,43.0,20.635,82.0614,81.81,12.84
gigmoto,58.0,28800.0,1620053479.0,87.0,13.7796,124.39,80.24,11.54
sesheke,10.0,7200.0,1620053480.0,32.0,-17.4759,24.2968,79.38,6.35
kostroma,90.0,10800.0,1620053480.0,94.0,57.7708,40.9344,53.6,4.47
tocopilla,7.0,-14400.0,1620053480.0,71.0,-22.092,-70.1979,70.41,9.33
puerto el triunfo,0.0,-21600.0,1620053481.0,89.0,13.2833,-88.55,82.4,3.31
atasu,94.0,21600.0,1620053481.0,23.0,48.6814,71.6433,60.67,9.71
grand gaube,4.0,14400.0,1620053482.0,85.0,-20.0064,57.6608,79.0,3.0
moron,100.0,-10800.0,1620053487.0,82.0,-34.6534,-58.6198,73.99,3.0
tanda,84.0,19800.0,1620053487.0,22.0,26.55,82.65,93.24,3.58
ulaangom,47.0,25200.0,1620053488.0,34.0,49.9811,92.0667,43.56,3.04
menongue,100.0,3600.0,1620053488.0,61.0,-14.6585,17.691,72.12,6.53
kalyazin,99.0,10800.0,1620053489.0,91.0,57.2403,37.8433,55.47,13.22
vagur,96.0,3600.0,1620053489.0,81.0,61.4732,-6.8119,38.8,27.47
mamallapuram,40.0,19800.0,1620053490.0,74.0,12.6264,80.1722,87.01,6.91
chapais,20.0,-14400.0,1620053490.0,64.0,49.7834,-74.8492,33.8,2.3
uppsala,90.0,7200.0,1620053491.0,43.0,60.0,17.75,54.0,5.75
guiglo,100.0,0.0,1620053491.0,51.0,6.5456,-7.4966,89.92,2.46
grand-santi,88.0,-10800.0,1620053492.0,76.0,4.25,-54.3833,82.33,3.44
urusha,100.0,32400.0,1620053492.0,68.0,54.05,122.9,43.63,13.73
nikolayevsk-na-amure,42.0,36000.0,1620053493.0,97.0,53.1406,140.73,25.32,3.83
mongo,91.0,3600.0,1620053493.0,8.0,12.1844,18.692999999999998,104.77,9.42
melfi,0.0,7200.0,1620053494.0,49.0,40.9965,15.6514,68.0,5.75
port-gentil,75.0,3600.0,1620053494.0,83.0,-0.7193,8.7815,82.4,13.8
kenai,1.0,-28800.0,1620053495.0,80.0,60.5544,-151.2583,37.99,8.05
marystown,74.0,-9000.0,1620053495.0,72.0,47.1666,-55.1483,40.82,27.36
pljevlja,90.0,7200.0,1620053495.0,71.0,43.3333,19.3333,50.0,5.75
acworth,90.0,-14400.0,1620053496.0,94.0,34.0659,-84.6769,66.99,8.72
kintinku,98.0,10800.0,1620053496.0,72.0,-5.8833,35.2333,75.13,4.74
ajdabiya,46.0,7200.0,1620053497.0,9.0,30.7554,20.2263,103.57,6.04
valer,75.0,7200.0,1620053497.0,81.0,60.6785,11.8331,44.01,6.91
benguela,100.0,3600.0,1620053497.0,68.0,-12.5763,13.4055,84.45,11.18
trat,99.0,25200.0,1620053498.0,99.0,12.5,102.5,84.99,1.32
colesberg,0.0,7200.0,1620053498.0,27.0,-30.72,25.0972,66.81,8.86
rajpipla,29.0,19800.0,1620053499.0,31.0,21.8667,73.5,95.0,2.3
nuuk,20.0,-7200.0,1620053500.0,40.0,64.1835,-51.7216,48.2,8.05
vredendal,100.0,7200.0,1620053500.0,28.0,-31.6683,18.5012,77.72,9.33
tiznit,72.0,0.0,1620053296.0,51.0,29.5833,-9.5,67.86,12.71
viedma,74.0,-10800.0,1620053428.0,32.0,-40.8135,-62.9967,62.55,15.3
guilin,90.0,28800.0,1620053501.0,94.0,25.2819,110.2864,75.2,8.95
fengxian,100.0,28800.0,1620053501.0,96.0,34.7039,116.5872,60.15,4.85
zermatt,0.0,7200.0,1620053502.0,68.0,46.0213,7.7491,62.6,6.91
guozhen,75.0,28800.0,1620053502.0,39.0,34.3659,107.359,62.49,9.04
kotel,75.0,10800.0,1620053502.0,38.0,42.8833,26.45,75.2,13.8
goderich,100.0,-14400.0,1620053503.0,72.0,43.7501,-81.7165,59.0,8.05
yokadouma,90.0,3600.0,1620053503.0,55.0,3.5167,15.05,84.22,5.12
loandjili,40.0,3600.0,1620053504.0,84.0,-4.7561,11.8578,84.2,10.36
port macquarie,40.0,36000.0,1620053281.0,100.0,-31.4333,152.9167,57.0,5.86
bud,100.0,-14400.0,1620053504.0,99.0,39.446999999999996,-86.1758,63.0,7.67
harper,100.0,0.0,1620053504.0,72.0,4.375,-7.7169,84.69,8.97
salinas,90.0,-25200.0,1620053241.0,87.0,36.6777,-121.6555,53.6,1.54
rietavas,0.0,10800.0,1620053505.0,65.0,55.7194,21.9311,44.6,8.05
toamasina,75.0,10800.0,1620053506.0,83.0,-18.1667,49.3833,80.6,5.75
ewa beach,20.0,-36000.0,1620053355.0,68.0,21.3156,-158.0072,73.4,8.05
mackenzie,90.0,-25200.0,1620053506.0,87.0,55.2999,-123.1698,35.6,3.44
monrovia,75.0,0.0,1620053507.0,66.0,6.3005,-10.7969,91.4,10.36
seoul,0.0,32400.0,1620053508.0,58.0,37.5683,126.9778,53.6,3.44
dubrajpur,90.0,19800.0,1620053508.0,94.0,23.8,87.3833,77.0,5.75
rocha,64.0,-10800.0,1620053513.0,52.0,-34.4833,-54.3333,77.09,12.71
