,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Windspeed
430,margate,100,,1620042305,49,51.3813,1.3862,55.99,4
431,sinnar,100,,1620042601,31,13.5691,33.5672,91.58,8.9
432,vestmannaeyjar,0,,1620042601,56,63.4427,-20.2734,41,5.75
433,saint-augustin,40,,1620042601,68,51.226,-58.6502,39.22,9.75
434,tigil,4,,1620042602,78,57.8,158.6667,29.03,6.29
435,poya,12,,1620042603,85,-21.35,165.15,72.95,5.84
436,rancho mirage,1,,1620042314,40,33.7397,-116.4128,69.8,12.66
437,marystown,100,,1620042604,83,47.1666,-55.1483,40.55,18.32
438,guilin,75,,1620042604,83,25.2819,110.2864,78.8,8.95
439,bertoua,100,,1620042605,70,4.5833,13.6833,77.58,3.8
440,minbu,7,,1620042605,25,20.1833,94.8833,99.57,3.15
441,alta floresta,3,,1620042605,89,-9.8756,-56.0861,73.27,2.46
442,boa vista,75,,1620042605,88,2.8197,-60.6733,75.2,4.61
443,nushki,51,,1620042606,23,29.5542,66.0215,85.57,12.77
444,bollnas,83,,1620042606,59,61.3482,16.3946,51.01,4
445,andenes,20,,1620042606,56,69.3143,16.1194,37.4,9.22
446,beibei,20,,1620042607,69,29.8256,106.4339,77,6.71
447,maraba,20,,1620042607,75,-5.3686,-49.1178,78.8,2.51
448,leshukonskoye,69,,1620042607,26,64.8989,45.7622,44.37,6.02
449,gotsu,2,,1620042608,81,35,132.2167,53.51,7.4
450,tabas,100,,1620042608,46,33.5959,56.9244,74.57,5.37
451,umtata,0,,1620042608,31,-31.5889,28.7844,77,2.3
452,kropotkin,59,,1620042609,49,45.4375,40.5756,77,0.22
453,adrar,45,,1620042609,15,20.5022,-10.0711,93.43,5.61
454,baherden,100,,1620042609,35,38.4362,57.4316,72.01,5.17
455,tabou,100,,1620042610,81,4.423,-7.3528,82.85,8.9
456,kahului,20,,1620042610,78,20.8947,-156.47,70,8.05
457,jalu,,,,,,,,
458,poronaysk,97,,1620042493,78,49.2167,143.1167,35.4,22.26
459,ternate,71,,1620042610,76,0.8,127.4,81.82,1.7
460,quelimane,75,,1620042611,61,-17.8786,36.8883,78.8,13.8
461,ossora,23,,1620042611,94,59.2353,163.0719,15.26,6.17
462,khairagarh,99,,1620042611,19,26.95,77.8167,95.58,10.63
463,egvekinot,95,,1620042672,88,66.3167,-179.1667,9.7,11.59
464,isangel,29,,1620042672,79,-19.55,169.2667,77.36,18.05
465,hauterive,0,,1620042672,35,46.0901,3.4459,59,6.91
466,artvin,0,,1620042673,53,41.1667,41.8333,75.2,5.75
467,luis correia,87,,1620042673,77,-2.8792,-41.6669,80.69,5.55
468,tyukhtet,100,,1620042673,65,56.5389,89.3011,50.77,14.67
469,kimamba,75,,1620042674,74,-6.7833,37.1333,82.4,7.27
470,los lunas,20,,1620042674,19,34.8062,-106.7334,53.6,4.61
471,creston,90,,1620042674,100,41.0586,-94.3614,60.01,14.97
472,hofn,20,,1620042674,52,64.2539,-15.2082,37.4,20.71
473,loandjili,20,,1620042675,66,-4.7561,11.8578,87.8,12.66
474,san juan,64,,1620042540,64,-31.5375,-68.5364,59.79,7.34
475,acapulco,2,,1620042675,65,16.8634,-99.8901,74.91,3.02
476,urbano santos,90,,1620042675,80,-3.2078,-43.4036,80.85,1.88
477,anloga,20,,1620042676,62,5.7947,0.8973,91.4,10.36
478,bueu,0,,1620042676,36,42.3246,-8.785,64.4,6.91
479,la ronge,13,,1620042676,86,55.1001,-105.2842,21.2,4.61
480,leh,9,,1620042677,30,34.1667,77.5833,53.82,6.89
481,merritt,90,,1620042677,58,50.1123,-120.7942,51.8,17.27
482,yeniseysk,100,,1620042677,88,58.4497,92.1703,45.55,4.54
483,almaznyy,20,,1620042678,39,48.0448,40.045,82.4,13.42
484,comodoro rivadavia,90,,1620042453,87,-45.8667,-67.5,42.8,11.5
485,metamorfosis,,,,,,,,
486,gaoual,100,,1620042678,21,11.75,-13.2,100.18,3.85
487,manokwari,96,,1620042679,79,-0.8667,134.0833,79.43,1.88
488,jinchang,82,,1620042679,14,38.4953,102.1739,53.4,19.08
489,santa rosa,20,,1620042679,62,14.3122,121.1114,86,11.5
490,almeirim,73,,1620042679,76,-1.5233,-52.5817,79.57,3.76
491,mezen,42,,1620042680,38,65.8522,44.24,40.86,9.55
492,sao filipe,20,,1620042680,69,14.8961,-24.4956,71.46,11.05
493,oni,20,,1620042680,44,42.5794,43.4425,72.3,3.71
494,panarukan,10,,1620042681,84,-7.7018,113.9184,79.07,4.72
495,burnie,98,,1620042681,81,-41.0667,145.9167,50,5.01
496,ilorin,100,,1620042681,45,8.5,4.55,92.34,7.67
497,santa ines,56,,1620042682,83,-3.6667,-45.38,79.97,1.36
498,talisay,75,,1620042682,70,10.2447,123.8494,86,13.8
499,sola,84,,1620042682,76,-13.8833,167.55,80.1,5.82
500,lorengau,75,,1620042683,74,-2.0226,147.2712,81.72,1.81
501,najran,40,,1620042683,16,17.4924,44.1277,91.4,6.91
502,tlacotepec,0,,1620042683,53,20.0667,-97.8667,64.71,9.71
503,zholymbet,52,,1620042684,20,51.7433,71.7122,70.97,19.91
504,wairoa,5,,1620042684,94,-39.0333,177.3667,50,1.99
505,gamba,99,,1620042684,67,-2.65,10,85.75,8.81
506,anadyr,0,,1620042685,85,64.75,177.4833,12.2,13.42
507,elban,,,,,,,,
508,dillon,75,,1620042563,100,34.4166,-79.3712,70,6.91
509,requena,100,,1620042685,84,39.4883,-1.1004,60.01,8.46
510,itaituba,75,,1620042685,94,-4.2761,-55.9836,77,0.89
511,alegrete,0,,1620042686,61,-29.7831,-55.7919,72.55,10.47
512,shache,31,,1620042624,12,38.4167,77.2406,81.23,7.34
513,borovskoy,77,,1620042686,53,53.8,64.15,55.53,8.48
514,leeton,100,,1620042686,59,-34.5667,146.4,64,4.61
515,amderma,,,,,,,,
516,praia,20,,1620042747,60,14.9215,-23.5087,75.2,23.02
517,roebourne,94,,1620042747,62,-20.7833,117.1333,80.85,8.79
518,santo antonio do ica,100,,1620042748,99,-3.1022,-67.9397,71.76,1.88
519,liberty,75,,1620042748,100,31.8335,-81.5004,71.01,4.61
520,kerki,,,,,,,,
521,abaete,0,,1620042748,67,-19.16,-45.4458,68.59,3.83
522,nova iguacu,75,,1620042749,94,-22.7592,-43.4511,71.6,3.44
523,concarneau,40,,1620042749,50,47.875,-3.9225,57.2,18.41
524,karasjok,75,,1620042749,55,69.4719,25.5112,35.6,8.05
525,decatur,90,,1620042604,100,39.8403,-88.9548,60.8,6.91
526,abbeville,77,,1620042684,46,50.1,1.8333,60.01,14.38
527,magan,100,,1620042750,49,39.9683,-3.931,66.99,8.32
528,riyadh,1,,1620042750,12,24.6877,46.7219,96.8,14.97
529,bage,20,,1620042750,64,-31.3314,-54.1069,71.6,10.36
530,solnechnyy,51,,1620042751,72,50.7214,136.6319,36.88,10.49
531,campos altos,0,,1620042751,70,-19.6961,-46.1714,64.33,4.16
532,whitehorse,40,,1620042751,69,60.7161,-135.0538,32,9.22
533,morehead,90,,1620042751,94,37.2711,-87.1764,66,11.14
534,bay roberts,100,,1620042752,100,47.5999,-53.2648,45,4
535,pontivy,40,,1620042752,47,48,-3,57.2,12.66
536,muisne,100,,1620042752,89,0.6,-80.0333,75.33,9.15
537,torit,100,,1620042753,40,4.4133,32.5678,90.75,0.45
538,hervey bay,,,,,,,,
539,wa,31,,1620042753,34,10.0607,-2.5019,97.63,7
540,te anau,31,,1620042753,89,-45.4167,167.7167,45.91,5.35
541,kerema,84,,1620042754,86,-7.9631,145.7785,78.8,5.14
542,awbari,21,,1620042754,3,26.5921,12.7805,103.98,15.26
543,guane,82,,1620042754,76,22.2025,-84.0875,79.54,10.85
544,saleaula,,,,,,,,
545,chipinge,52,,1620042755,40,-20.1883,32.6236,68.45,6.42
546,ixtapa,1,,1620042671,82,20.7,-105.2,68,3.78
547,la ligua,75,,1620042755,93,-32.4524,-71.2311,48.2,4.7
548,port huron,90,,1620042755,77,42.9709,-82.4249,59,12.66
549,gorontalo,74,,1620042756,91,0.5412,123.0595,76.87,3.27
550,eureka,12,,1620042756,91,40.8021,-124.1637,50,4.9
551,touros,0,,1620042756,69,-5.1989,-35.4608,80.6,9.22
552,taree,6,,1620042757,100,-31.9,152.4667,60.8,2.3
553,rongcheng,100,,1620042757,83,30.634,117.8517,72.55,2.35
554,alexandria,0,,1620042757,18,31.2156,29.9553,91.4,6.91
555,sosnovo-ozerskoye,100,,1620042758,64,52.5249,111.5418,36.7,15.46
556,khambhat,20,,1620042758,22,22.3,72.6167,104,6.91
557,sungaipenuh,98,,1620042758,96,-2.0833,101.3833,67.68,2.53
558,kidal,0,,1620042759,3,18.4411,1.4078,104.52,5.66
559,vila velha,75,,1620042759,94,-20.3297,-40.2925,75.99,7.56
560,la uribe,,,,,,,,
561,varva,77,,1620042759,57,50.495,32.7197,55.44,18.23
562,daru,39,,1620042760,84,-9.0763,143.2092,79.2,14.72
563,jefferson city,75,,1620042760,94,38.5767,-92.1735,62.6,5.75
564,cooma,40,,1620042760,100,-36.2333,149.1333,48.2,10.36
565,blagoyevo,23,,1620042760,20,63.3667,47.9167,46.36,0.43
566,lakhimpur,89,,1620042761,14,27.95,80.7667,102.06,11.34
567,hovd,0,,1620042761,16,48.0056,91.6419,48.61,6.76
568,stromness,20,,1620042761,65,58.965,-3.296,44.6,9.22
569,juruti,99,,1620042762,91,-2.1522,-56.0922,76.46,1.66
570,vagur,86,,1620042822,73,61.4732,-6.8119,39.31,24.96
571,praya,20,,1620042822,60,14.9215,-23.5087,75.2,23.02
572,morgantown,90,,1620042805,88,39.6295,-79.9559,57.2,6.91
573,bargal,,,,,,,,
574,barcelona,20,,1620042815,59,41.3888,2.159,64.99,13.8
575,kerzhenets,,,,,,,,
576,mwinilunga,100,,1620042823,77,-11.7358,24.4293,66.67,7.07
577,palaikastron,81,,1620042823,38,35.2,26.25,83.26,0.83
578,kapuskasing,61,,1620042824,69,49.4169,-82.4331,32,2.3
579,marienburg,100,,1620042824,100,54.0359,19.0266,52,10.87
580,shieli,49,,1620042824,16,44.1667,66.75,82.85,16.89
581,ambon,40,,1620042589,94,-3.6954,128.1814,77,8.05
582,itabirito,0,,1620042825,73,-20.2533,-43.8014,68,4.61
583,morondava,0,,1620042825,55,-20.2833,44.2833,80.08,19.98
584,qinhuangdao,84,,1620042825,70,39.9317,119.5883,53.08,9.98
585,port hedland,76,,1620042826,74,-20.3167,118.5667,80.6,5.75
586,staritsa,100,,1620042826,74,56.5075,34.9354,54.37,16.15
587,zhangjiakou,100,,1620042826,29,40.81,114.8794,58.53,17.25
588,goreloye,100,,1620042827,70,52.937,41.5043,68.85,20.56
589,presidencia roque saenz pena,47,,1620042827,79,-26.7852,-60.4388,77,1.99
590,roald,40,,1620042827,61,62.5833,6.1333,45,10.36
591,islamabad,8,,1620042597,32,33.7104,73.1338,93.99,1.99
592,sazonovo,100,,1620042828,97,59.0919,35.2268,35.55,14.63
593,toliary,,,,,,,,
594,abha,40,,1620042828,53,18.2164,42.5053,78.8,10.36
595,wufeng,66,,1620042828,80,27.45,104.8333,58.17,3.96
596,sheridan,90,,1620042829,75,44.8333,-106.9173,42.8,6.91
597,inirida,100,,1620042829,95,3.8653,-67.9239,71.6,1.19
598,bereda,,,,,,,,
599,vila do maio,20,,1620042829,60,15.1333,-23.2167,75.2,23.02
600,san quintin,22,,1620042830,85,30.4833,-115.95,56.75,9.31
601,sao felix do xingu,32,,1620042830,85,-6.6447,-51.995,76.41,1.83
602,baoqing,81,,1620042830,41,46.3317,132.2111,54.09,5.03
603,tsienyane,,,,,,,,
604,ugep,100,,1620042831,66,5.8086,8.0812,86.14,4.43
605,camacha,40,,1620042831,59,33.0833,-16.3333,66.2,11.5
606,santa marta,75,,1620042831,89,11.2408,-74.199,81,3.44
607,chimoio,75,,1620042832,73,-19.1164,33.4833,68,13.8
608,bathsheba,75,,1620042832,78,13.2167,-59.5167,75.2,19.57
609,kaeo,2,,1620042832,91,-35.1,173.7833,51.01,2.53
610,lanzhou,40,,1620042833,40,36.0564,103.7922,48.2,22.37
611,san rafael,100,,1620042833,68,-34.6177,-68.3301,57.15,6.71
612,kilgore,90,,1620042585,83,32.3863,-94.8758,73,12.66
613,takoradi,100,,1620042833,67,4.8845,-1.7554,86.56,12.03
614,mitsamiouli,20,,1620042834,74,-11.3847,43.2844,82.67,9.22
615,sentyabrskiy,,,,,,,,
616,hamilton,100,,1620042622,94,39.1834,-84.5333,60.01,1.01
617,snyder,1,,1620042834,48,32.7179,-100.9176,60.8,3.44
618,dangriga,78,,1620042835,87,16.9692,-88.2321,81,5.01
619,north platte,90,,1620042835,71,41.1239,-100.7654,48.2,17.27
620,korla,94,,1620042835,15,41.7597,86.1469,65.41,17.81
621,bridlington,100,,1620042835,72,54.0831,-0.1919,48.99,10
622,paradwip,,,,,,,,
623,bacalar,75,,1620042836,78,18.6667,-88.3833,82.4,12.66
624,guanica,100,,1620042836,68,17.9716,-66.908,79,4.5
625,bjornevatn,20,,1620042836,55,69.6672,29.9847,33.8,5.75
626,amapa,67,,1620042837,88,1,-52,76.95,2.13
